Country,Period,Gender,Happiness_Rank,Happiness_Score,Economy_GDP_per_Capita,Family,Healthy_Life_Expectancy,Trust_Government_Corruption,Generosity,Region,adolBirthRate,alcoholPerCapita,popUsingSanitationPct,suicidePer100K,lifeExpectancy,infantMortalityPer1000,lifeExpectancyAtBirth,medicalDoctorsPer10000,tobaccoSmokingAbove15,iso_code,year,coal_prod_per_capita,energy_per_capita,fossil_energy_per_capita,gas_energy_per_capita,hydro_energy_per_capita,low_carbon_energy_per_capita,nuclear_energy_per_capita,oil_energy_per_capita,renewables_energy_per_capita,solar_energy_per_capita
Gabon,2019,Total,104,4.799,1.057,,0.571,0.055,0.043,,,,,,57.56,31.15,66.47,,,GAB,2019,,,,,,,,,,
Gabon,2020,Total,108,4.829299927,9.680537224,,59.71533966,0.849150956,-0.222261623,,,,,,,,,,,,,,,,,,,,,,
Gabon,2021,Total,112,4.852,9.603,,59.962,0.84,-0.2,,,,,,,,,,,,,,,,,,,,,,
Gambia,2019,Total,120,4.516,0.308,,0.428,0.167,0.269,,,,,,57.04,35.89,65.47,,,GMB,2019,,,,,,,,,,
Gambia,2020,Total,113,4.750599861,7.321814537,,55.0120163,0.690717816,0.343198717,,,,,,,,,,,,,,,,,,,,,,
Gambia,2021,Total,98,5.051,7.686,,55.16,0.746,0.424,,,,,,,,,,,,,,,,,,,,,,
Georgia,2015,Total,130,4.297,0.7419,0.38562,0.72926,0.38331,0.05547,Central and Eastern Europe,48.6,9.61,90.49,8.1,64.2,9.36,72.58,50.06,30.4,GEO,2015,380.431,18186.651,,,,,,,,
Georgia,2016,Total,126,4.252,0.83792,0.19249,0.64035,0.3188,0.06786,Central and Eastern Europe,43.6,,90.25,0,,9.1,,59.97,30.1,GEO,2016,367.406,19301.406,,,,,,,,
Georgia,2017,Total,125,4.285999775,0.950612664,0.570614934,0.649546981,0.251666635,0.054008815,,36.2,,90.02,,,8.9,,61.3,29.9,GEO,2017,,,,,,,,,,
Georgia,2018,Total,128,4.34,0.853,,0.643,0.215,0.038,,32.3,8.25,,,,8.72,,71.2,29.7,GEO,2018,,,,,,,,,,
Georgia,2019,Total,119,4.519,0.886,,0.752,0.164,0.043,,,,,,64.68,8.53,73.28,,,GEO,2019,,,,,,,,,,
Georgia,2020,Total,117,4.672599792,9.226100922,,64.49520874,0.665944695,-0.22892037,,,,,,,,,,,,,,,,,,,,,,
Georgia,2021,Total,108,4.891,9.585,,64.3,0.655,-0.238,,,,,,,,,,,,,,,,,,,,,,
Germany,2015,Total,26,6.75,1.32792,1.29937,0.89186,0.21843,0.28214,Western Europe,7.8,13.06,99.22,13.8,70.07,3.3,80.42,41.34,28.9,DEU,2015,6087.885,45510.725,36450.005,9409.035,586.985,9060.719,2839.054,15852.682,6221.666,1197.839
Germany,2016,Total,16,6.994,1.44787,1.09774,0.81487,0.28551,0.30452,Western Europe,9.2,,99.22,0,,3.29,,41.94,28.6,DEU,2016,5608.348,46028.413,37254.589,10327.374,628.633,8773.825,2589.449,16099.956,6184.376,1165.641
Germany,2017,Total,16,6.951000214,1.487923384,1.472520351,0.798950732,0.276731938,0.33626917,,7.8,,99.23,,,3.27,,42.49,28.4,DEU,2017,5546.285,46322.041,37084.854,10614.646,609.439,9237.188,2308.441,16357.086,6928.746,1191.688
Germany,2018,Total,15,6.965,1.34,,0.861,0.28,0.273,,5.7,12.91,,,,3.25,,,28,DEU,2018,5286.175,44910.659,35518.382,10328.039,537.447,9392.277,2272.526,15485.678,7119.751,1368.928
