Country,Period,Gender,Happiness_Rank,Happiness_Score,Economy_GDP_per_Capita,Family,Healthy_Life_Expectancy,Trust_Government_Corruption,Generosity,Region,adolBirthRate,alcoholPerCapita,popUsingSanitationPct,suicidePer100K,lifeExpectancy,infantMortalityPer1000,lifeExpectancyAtBirth,medicalDoctorsPer10000,tobaccoSmokingAbove15,iso_code,year,coal_prod_per_capita,energy_per_capita,fossil_energy_per_capita,gas_energy_per_capita,hydro_energy_per_capita,low_carbon_energy_per_capita,nuclear_energy_per_capita,oil_energy_per_capita,renewables_energy_per_capita,solar_energy_per_capita
Albania,2018,Total,112,4.586,0.916,,0.79,0.032,0.149,,,7.17,,,,8.47,,,29.2,ALB,2018,,,,,,,,,,
Albania,2019,Total,107,4.719,0.947,,0.874,0.027,0.178,,,,,,69.08,8.61,78,,,ALB,2019,,,,,,,,,,
Albania,2020,Total,105,4.882699966,9.417930603,,68.70813751,0.896303713,-0.042309489,,,,,,,,,,,,,,,,,,,,,,
Albania,2021,Total,93,5.117,9.52,,68.999,0.901,-0.03,,,,,,,,,,,,,,,,,,,,,,
Algeria,2015,Total,68,5.605,0.93929,1.07772,0.61766,0.17383,0.07822,Middle East and Northern Africa,9.7,0.93,87.5,3.2,65.99,21.61,76.54,,19.3,DZA,2015,,15542.75,15528.614,9545.542,9.233,14.136,0,5944.137,14.136,3.693
Algeria,2016,Total,38,6.355,1.05266,0.83309,0.61804,0.16157,0.07044,Middle East and Northern Africa,,,87.54,0,,21.28,,18.33,19.1,DZA,2016,,15210.944,15190.104,9517.96,4.465,20.84,0,5658.09,20.84,15.194
Algeria,2017,Total,53,5.872000217,1.091864467,1.146217465,0.617584646,0.14609611,0.069436647,,,,87.59,,,20.87,,17.88,18.9,DZA,2017,,15064.678,15029.705,9534.546,3.383,34.973,0,5444.019,34.973,30.443
Algeria,2018,Total,84,5.295,0.979,,0.687,0.135,0.055,,,0.95,,,,20.43,,17.19,18.8,DZA,2018,,15915.297,15872.332,10279.621,6.886,42.965,0,5455.005,42.965,35.49
Algeria,2019,Total,88,5.211,1.002,,0.785,0.114,0.073,,,,,,66.39,19.95,77.13,,,DZA,2019,,16376.102,16331.441,10507.406,8.714,44.661,0,5688.969,44.661,35.372
Algeria,2020,Total,100,5.005099773,9.537964821,,65.90517426,0.735485137,-0.121105164,,,,,,,,,,,,,,,,,,,,,,
Algeria,2021,Total,109,4.887,9.342,,66.005,0.752,-0.067,,,,,,,,,,,,,,,,,,,,,,
Angola,2015,Total,137,4.033,0.75778,0.8604,0.16683,0.07122,0.12344,Sub-Saharan Africa,,7.96,47.37,5,53.66,57.82,61.72,,,AGO,2015,,4062.531,,,,,,,,
Angola,2016,Total,141,3.866,0.84731,0.66366,0.04991,0.08434,0.12071,Sub-Saharan Africa,,,48.63,0,,55.56,,,,AGO,2016,,3605.892,,,,,,,,
Angola,2017,Total,140,3.795000076,0.85842818,1.10441196,0.049868666,0.069720335,0.09792649,,,,49.88,,,53.54,,2.15,,AGO,2017,,,,,,,,,,
Angola,2018,Total,142,3.795,0.73,,0.269,0.061,0.079,,,6.94,,,,51.87,,,,AGO,2018,,,,,,,,,,
Argentina,2015,Total,30,6.574,1.05351,1.24823,0.78723,0.08484,0.11451,Latin America and Caribbean,65.1,9.55,94.23,8.8,66.86,10.22,76.17,,,ARG,2015,,23123.79,19724.453,10830.553,2453.175,3399.338,413.395,8526.77,2985.942,0.862
Argentina,2016,Total,26,6.65,1.15137,1.06612,0.69711,0.07296,0.10989,Latin America and Caribbean,,,94.26,0,,9.7,,40.01,,ARG,2016,,22832.315,19620.823,11080.732,2211.133,3211.492,478.879,8259.944,2732.613,0.825
Argentina,2017,Total,24,6.598999977,1.185295463,1.440451145,0.695137084,0.059739888,0.109457061,,54.4,,,,,9.19,,39.9,,ARG,2017,,22550.74,19241.662,10993.028,2363.783,3309.078,346.405,7963.56,2962.672,0.934
Argentina,2018,Total,29,6.388,1.073,,0.744,0.054,0.062,,,9.65,,,,8.7,,,,ARG,2018,,22172.06,18824.28,10979.076,2333.375,3347.78,385.013,7536.168,2962.767,6.058
Argentina,2019,Total,47,6.086,1.092,,0.881,0.05,0.066,,,,,,67.13,8.24,76.58,,,ARG,2019,,21479.671,18101.027,10605.085,2049.652,3378.644,466.805,7354.191,2911.84,44.22
Argentina,2020,Total,55,5.974699974,9.810955048,,68.80380249,0.842009842,-0.194913864,,,,,,,,,,,ARG,2020,,,,,,,,,,
Argentina,2021,Total,57,5.929,9.962,,69,0.834,-0.182,,,,,,,,,,,,,,,,,,,,,,
Armenia,2015,Total,127,4.35,0.76821,0.77711,0.7299,0.039,0.07855,Central and Eastern Europe,24.3,5.84,93.06,7,66,12.85,74.51,29.14,27.9,ARM,2015,0,13841.587,,,,,,,,
Armenia,2016,Total,121,4.36,0.86086,0.62477,0.64083,0.03616,0.07793,Central and Eastern Europe,24.5,,93.41,0,,12.22,,,27.5,ARM,2016,0,14331.248,,,,,,,,
Armenia,2017,Total,121,4.375999928,0.900596738,1.007483721,0.637524426,0.026674422,0.083488092,,21.2,,93.64,,,11.61,,44.02,27.3,ARM,2017,,,,,,,,,,
Armenia,2018,Total,129,4.321,0.816,,0.666,0.028,0.077,,,5.55,,,,11.03,,,26.7,ARM,2018,,,,,,,,,,
Armenia,2019,Total,116,4.559,0.85,,0.815,0.064,0.095,,,,,,67.12,10.51,76.03,,,ARM,2019,,,,,,,,,,
Armenia,2020,Total,116,4.676799774,9.100476265,,66.75065613,0.773544788,-0.13877961,,,,,,,,,,,,,,,,,,,,,,
Armenia,2021,Total,86,5.283,9.487,,67.055,0.629,-0.168,,,,,,,,,,,,,,,,,,,,,,
Australia,2015,Total,10,7.284,1.33358,1.30923,0.93156,0.35637,0.43562,Australia and New Zealand,11.9,10.83,99.99,13.8,70.56,3.26,82.28,34.89,,AUS,2015,148575.358,67749.728,63343.515,17594.436,1488.903,4406.212,0,23170.477,4406.212,656.064
Australia,2016,Total,9,7.313,1.44443,1.10476,0.8512,0.32331,0.47407,Australia and New Zealand,10.3,,99.99,0,,3.19,,35.67,,AUS,2016,146851.527,67349.654,62495.921,17197.422,1827.385,4853.733,0,23042.517,4853.733,774.744
Australia,2017,Total,10,7.28399992,1.484414935,1.510041952,0.843886793,0.30118373,0.47769925,,10.1,,99.99,,,3.14,,36.78,,AUS,2017,141277.859,66333.931,61766.639,16775.38,1373.008,4567.292,0,23779.767,4567.292,910.864
Australia,2018,Total,10,7.272,1.34,,0.91,0.302,0.361,,,10.51,,,,3.1,,,,AUS,2018,145713.742,66894.015,61306.165,16638.833,1732.504,5587.851,0,24088.36,5587.851,1225.746
Australia,2019,Total,11,7.228,1.372,,1.036,0.29,0.332,,,,,,70.93,3.05,83.04,,,AUS,2019,144911.692,70644.033,64591.979,21322.988,1404.387,6052.054,0,23616.222,6052.054,1763.675
Australia,2020,Total,12,7.222799778,10.72059631,,73.60453796,0.41516912,0.19046016,,,,,,,,,,,AUS,2020,,,,,,,,,,
Australia,2021,Total,11,7.183,10.796,,73.9,0.442,0.159,,,,,,,,,,,,,,,,,,,,,,
Austria,2015,Total,13,7.2,1.33723,1.29704,0.89042,0.18676,0.33088,Western Europe,7.6,12.07,99.98,16,70.39,3.05,80.98,51.04,31.5,AUT,2015,,44369.911,29680.396,9180.898,10800.984,14689.515,0,16154.11,14689.515,273.146
Austria,2016,Total,12,7.119,1.45038,1.08383,0.80565,0.21348,0.32865,Western Europe,7.2,,99.97,0,,2.99,,51.23,30.7,AUT,2016,,45481.414,30123.026,9537.209,11455.504,15358.388,0,16586.774,15358.388,315.109
Austria,2017,Total,13,7.006000042,1.487097263,1.459944963,0.815328419,0.221060365,0.316472322,,6.7,,99.97,,,2.95,,51.7,29.9,AUT,2017,,46183.623,31076.874,10283.289,10854.156,15106.749,0,16683.376,15106.749,359.686
Austria,2018,Total,12,7.139,1.341,,0.891,0.224,0.242,,,11.96,,,,2.9,,,29.1,AUT,2018,,44905.628,30281.529,9770.471,10521.294,14624.099,0,16774.909,14624.099,401.877
Austria,2019,Total,10,7.246,1.376,,1.016,0.226,0.244,,,,,,70.94,2.85,81.65,,,AUT,2019,,46523.958,30844.347,9939.082,11263.087,15679.611,0,17001.748,15679.611,373.735
Austria,2020,Total,9,7.294199944,10.7428236,,73.00250244,0.499954879,0.085429221,,,,,,,,,,,AUT,2020,,,,,,,,,,
Austria,2021,Total,10,7.268,10.906,,73.3,0.481,0.042,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,2015,Total,80,5.212,1.02389,0.93793,0.64045,0.16065,0.07799,Central and Eastern Europe,52.4,4.58,92.46,2.7,63.09,23.36,70.67,,,AZE,2015,,17769.834,17313.041,11583.25,430.478,456.793,0,5726.067,456.793,1.209
Azerbaijan,2016,Total,81,5.291,1.12373,0.76042,0.54504,0.17914,0.0564,Central and Eastern Europe,52.8,,92.48,0,,21.83,,,,AZE,2016,,17394.072,16850.443,11227.05,506.084,543.628,0,5621.921,543.628,9.118
Azerbaijan,2017,Total,85,5.234000206,1.153601766,1.152400255,0.540775776,0.180987507,0.04526934,,45,,92.51,,,20.45,,,,AZE,2017,,16874.53,16394.375,10783.762,443.474,480.155,0,5609.157,480.155,9.446
Azerbaijan,2018,Total,87,5.201,1.024,,0.603,0.176,0.031,,,4.41,,,,19.26,,,,AZE,2018,,17180.551,16688.343,10870.172,441.611,492.208,0,5816.73,492.208,9.807
Azerbaijan,2019,Total,90,5.208,1.043,,0.769,0.182,0.035,,,,,,63.65,18.24,71.43,,,AZE,2019,,18127.566,17678.026,11732.927,385.578,449.54,0,5943.673,449.54,10.794
Azerbaijan,2020,Total,89,5.164800167,9.687726974,,65.50839996,0.55253756,-0.240255281,,,,,,,,,,,AZE,2020,,,,,,,,,,
Azerbaijan,2021,Total,90,5.171,9.569,,65.656,0.506,-0.223,,,,,,,,,,,,,,,,,,,,,,
Bahrain,2015,Total,49,5.96,1.32376,1.21624,0.74716,0.306,0.17362,Middle East and Northern Africa,14.6,1.3,100,5.9,66.24,6.48,76.46,9.26,25.4,BHR,2015,,148831.616,,,,,,,,
Bahrain,2016,Total,42,6.218,1.44024,0.94397,0.65696,0.25772,0.17147,Middle East and Northern Africa,13.9,,100,0,,6.35,,,25.3,BHR,2016,,142158.902,,,,,,,,
Bahrain,2017,Total,41,6.086999893,1.488412261,1.323110461,0.653133035,0.25704217,0.172668487,,13.6,,100,,,6.22,,,25.2,BHR,2017,,,,,,,,,,
Bahrain,2018,Total,43,6.105,1.338,,0.698,0.123,0.243,,,1.09,,,,6.06,,,25.1,BHR,2018,,,,,,,,,,
Bahrain,2019,Total,37,6.199,1.362,,0.871,0.11,0.255,,,,,,65.88,5.9,75.81,,,BHR,2019,,,,,,,,,,
Bahrain,2020,Total,40,6.227300167,10.67638016,,68.5,0.7393471,0.13372919,,,,,,,,,,,,,,,,,,,,,,
Bahrain,2021,Total,22,6.647,10.669,,69.495,0.722,0.089,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,2015,Total,109,4.694,0.39753,0.43106,0.60164,0.12569,0.21222,Southern Asia,75,0.021,45.74,6.1,63.76,30.65,73.58,4.86,,BGD,2015,,2355.331,2337.381,1654.598,14.541,17.95,0,484.242,17.95,3.212
Bangladesh,2016,Total,110,4.643,0.54177,0.24749,0.52989,0.12583,0.19132,Southern Asia,78,,47.01,0,,29.29,,4.97,,BGD,2016,,2361.492,2343.821,1674.356,14.082,17.671,0,524.192,17.671,3.385
Bangladesh,2017,Total,110,4.607999802,0.586682975,0.735131741,0.533241034,0.123717859,0.172255352,,75,,48.23,,,27.99,,5.43,,BGD,2017,,2422.379,2401.766,1665.322,16.118,20.613,0,580.678,20.613,4.295
Bangladesh,2018,Total,115,4.5,0.532,,0.579,0.144,0.153,,74,0.019,,,,26.74,,5.81,,BGD,2018,,2551.016,2532.904,1699.686,13.328,18.112,0,657.062,18.112,4.587
Bangladesh,2019,Total,125,4.456,0.562,,0.723,0.143,0.166,,,,,,64.3,25.59,74.25,,,BGD,2019,,2995.38,2976.296,2107.135,12.5,19.083,0,623.269,19.083,6.388
Bangladesh,2020,Total,107,4.832799911,8.287063599,,64.50306702,0.661843538,-0.033664726,,,,,,,,,,,BGD,2020,,,,,,,,,,
Bangladesh,2021,Total,101,5.025,8.454,,64.8,0.682,-0.041,,,,,,,,,,,,,,,,,,,,,,
Belarus,2015,Total,59,5.813,1.03192,1.23289,0.73608,0.1909,0.11046,Central and Eastern Europe,18.1,12,97.76,26.3,65.06,3.04,73.82,51.91,28,BLR,2015,,28498.766,28407.2,18962.734,29.749,67.807,0,8531.887,67.807,2.412
Belarus,2016,Total,61,5.802,1.13062,1.04993,0.63104,0.17457,0.13942,Central and Eastern Europe,16,,97.78,0,,2.88,,,27.5,BLR,2016,,28325.44,28214.674,18830.754,37.804,89.187,0,8382.006,89.187,6.922
Belarus,2017,Total,67,5.568999767,1.15655756,1.444945216,0.637714267,0.156313822,0.155137509,,14.2,,97.79,,,2.72,,,27,BLR,2017,,28892.766,28686.645,19268.539,107.143,184.392,0,8382.27,184.392,23.545
Belarus,2018,Total,73,5.483,1.039,,0.7,0.154,0.101,,,11.45,,,,2.57,,,26.6,BLR,2018,,30806.835,30612.706,20431.915,85.186,170.898,0,9092.947,170.898,31.025
Belarus,2019,Total,81,5.323,1.067,,0.789,0.142,0.094,,,,,,65.97,2.42,74.81,,,BLR,2019,,31081.284,30883.951,20380.342,84.881,173.958,0,9343.183,173.958,31.374
Belarus,2020,Total,75,5.539899826,9.779945374,,66.10433197,0.63571167,-0.164926544,,,,,,,,,,,BLR,2020,,,,,,,,,,
Belarus,2021,Total,75,5.534,9.853,,66.253,0.627,-0.18,,,,,,,,,,,,,,,,,,,,,,
Belgium,2015,Total,19,6.937,1.30782,1.28566,0.89667,0.2254,0.2225,Western Europe,6.6,11.82,99.49,20.1,69.99,3.17,80.71,30.14,25.7,BEL,2015,,60020.436,50650.192,14041.383,71.357,9370.245,5849.967,33128.988,3520.278,684.928
Belgium,2016,Total,18,6.929,1.42539,1.05249,0.81959,0.26248,0.2424,Western Europe,6.2,,99.49,0,,3.05,,30.68,25.5,BEL,2016,,64278.427,51012.182,14258.599,81.951,13266.245,9639.9,33474.01,3626.346,685.533
Belgium,2017,Total,17,6.890999794,1.463780761,1.462312698,0.818091869,0.251343131,0.231503338,,5.9,,99.49,,,2.94,,30.71,25.2,BEL,2017,,64639.19,51438.699,14370.852,59.129,13200.491,9244.053,33874.457,3956.438,724.015
Belgium,2018,Total,16,6.927,1.324,,0.894,0.24,0.188,,,11.08,,,,2.84,,,25,BEL,2018,,62624.214,52245.359,14696.145,67.86,10378.854,6190.078,34399.609,4188.777,844.58
Belgium,2019,Total,18,6.923,1.356,,0.986,0.21,0.16,,,,,,70.56,2.74,81.42,,,BEL,2019,,65302.717,51382.511,15065.009,63.601,13920.206,9390.051,33247.707,4530.155,846.932
Belgium,2020,Total,20,6.863500118,10.6736393,,72.00164795,0.612297952,-0.078691199,,,,,,,,,,,BEL,2020,,,,,,,,,,
Belgium,2021,Total,20,6.834,10.823,,72.199,0.646,-0.153,,,,,,,,,,,,,,,,,,,,,,
Belize,2016,Total,52,5.956,0.87616,0.68655,0.45569,0.10771,0.23684,Latin America and Caribbean,69.2,,87.53,0,,12.5,,,,BLZ,2016,0,8390.657,,,,,,,,
Belize,2017,Total,50,5.955999851,0.907975316,1.081417799,0.450191766,0.096581072,0.240015641,,64.3,,87.86,,,11.82,,11.23,,BLZ,2017,,,,,,,,,,
Belize,2018,Total,49,5.956,0.807,,0.474,0.089,0.183,,,6.22,,,,11.19,,,,BLZ,2018,,,,,,,,,,
Benin,2015,Total,155,3.34,0.28665,0.35386,0.3191,0.0801,0.1826,Sub-Saharan Africa,,2.97,16.01,9.9,54.29,64.26,61.96,,8.3,BEN,2015,0,2079.207,,,,,,,,
Benin,2016,Total,153,3.484,0.39499,0.10419,0.21028,0.06681,0.2018,Sub-Saharan Africa,108,,16.35,0,,63.04,,0.48,7.8,BEN,2016,0,2128.549,,,,,,,,
Benin,2017,Total,143,3.657000065,0.431085408,0.435299844,0.209930211,0.060929015,0.207948461,,,,16.45,,,61.75,,,7.5,BEN,2017,,,,,,,,,,
Benin,2018,Total,136,4.141,0.378,,0.24,0.067,0.163,,,2.81,,,,60.41,,0.79,7.2,BEN,2018,,,,,,,,,,
Benin,2019,Total,102,4.883,0.393,,0.397,0.082,0.175,,,,,,55.52,59,63.43,,,BEN,2019,,,,,,,,,,
Benin,2020,Total,86,5.21600008,7.674319744,,54.31246567,0.740532577,-0.003537213,,,,,,,,,,,,,,,,,,,,,,
Benin,2021,Total,99,5.045,8.087,,54.713,0.661,-0.034,,,,,,,,,,,,,,,,,,,,,,
Bhutan,2015,Total,79,5.253,0.77042,1.10395,0.57407,0.15445,0.47998,Southern Asia,,0.42,67.29,11.6,62.6,27.35,72.15,3.45,,BTN,2015,568.112,33456.441,,,,,,,,
Bhutan,2016,Total,84,5.196,0.8527,0.90836,0.49759,0.1616,0.48546,Southern Asia,,,68.28,0,,26.38,,4.06,,BTN,2016,777.61,33586.22,,,,,,,,
Bhutan,2017,Total,97,5.011000156,0.885416389,1.340126514,0.495879292,0.17338039,0.474054545,,,,69.25,,,25.51,,4.02,,BTN,2017,,,,,,,,,,
Bhutan,2018,Total,97,5.082,0.796,,0.527,0.171,0.364,,,0.43,,,,24.7,,4.24,,BTN,2018,,,,,,,,,,
Bhutan,2019,Total,95,5.082,0.813,,0.604,0.167,0.37,,,,,,63.36,23.85,73.11,,,BTN,2019,,,,,,,,,,
Bolivia,2015,Total,51,5.89,0.68133,0.97841,0.5392,0.088,0.20536,Latin America and Caribbean,,,,,,,,,,BOL,2015,,7684.553,,,,,,,,
Bolivia,2016,Total,59,5.822,0.79422,0.83779,0.4697,0.07746,0.21698,Latin America and Caribbean,,,,,,,,,,BOL,2016,,8243.057,,,,,,,,
Bolivia,2017,Total,58,5.822999954,0.833756566,1.227619052,0.47363025,0.060477726,0.225560725,,,,,,,,,,,BOL,2017,,,,,,,,,,
Bolivia,2018,Total,62,5.752,0.751,,0.508,0.054,0.141,,,,,,,,,,,BOL,2018,,,,,,,,,,
Bolivia,2019,Total,61,5.779,0.776,,0.706,0.064,0.137,,,,,,,,,,,BOL,2019,,,,,,,,,,
Bolivia,2020,Total,65,5.747499943,8.851115227,,63.6004715,0.822606206,-0.09168113,,,,,,,,,,,BOL,2020,,,,,,,,,,
Bolivia,2021,Total,69,5.716,9.046,,63.901,0.839,-0.077,,,,,,,,,,,,,,,,,,,,,,
Bosnia and He,2015,Total,96,4.949,0.83223,0.91916,0.79081,0.00227,0.24808,Central and Eastern Europe,,,,,,,,,,,,,,,,,,,,,
Bosnia and He,2016,Total,87,5.163,0.93383,0.64367,0.70766,0,0.29889,Central and Eastern Europe,,,,,,,,,,,,,,,,,,,,,
Bosnia and He,2017,Total,90,5.18200016,0.982409418,1.069335938,0.705186307,0,0.328867495,,,,,,,,,,,,,,,,,,,,,,
Bosnia and He,2018,Total,93,5.129,0.915,,0.758,0,0.216,,,,,,,,,,,,,,,,,,,,,,
Bosnia and He,2019,Total,78,5.386,0.945,,0.845,0.006,0.263,,,,,,,,,,,,,,,,,,,,,,
Bosnia and He,2020,Total,69,5.674099922,9.455817223,,67.80813599,0.933769107,0.098274559,,,,,,,,,,,,,,,,,,,,,,
Bosnia and He,2021,Total,64,5.813,9.59,,68.098,0.931,0.113,,,,,,,,,,,,,,,,,,,,,,
Botswana,2015,Total,128,4.332,0.99355,1.10464,0.04776,0.12474,0.10461,Sub-Saharan Africa,52.3,6.86,74.76,9.7,52.78,32.11,60.93,,,BWA,2015,6435.613,9979.413,,,,,,,,
Botswana,2016,Total,137,3.974,1.09426,0.89186,0.34752,0.10769,0.12425,Sub-Saharan Africa,,,76.02,0,,33.05,,5.27,,BWA,2016,5683.928,9749.645,,,,,,,,
Botswana,2017,Total,142,3.766000032,1.122094154,1.221554995,0.341755509,0.098583199,0.099348448,,50,,77.27,,,32.53,,,,BWA,2017,,,,,,,,,,
Botswana,2018,Total,146,3.59,1.017,,0.417,0.092,0.042,,,6.59,,,,32.3,,,,BWA,2018,,,,,,,,,,
Botswana,2019,Total,148,3.488,1.041,,0.538,0.1,0.025,,,,,,53.89,32.26,62.25,,,BWA,2019,,,,,,,,,,
Botswana,2020,Total,147,3.478899956,9.711203575,,58.92445374,0.777930915,-0.250394493,,,,,,,,,,,,,,,,,,,,,,
Botswana,2021,Total,146,3.467,9.782,,59.269,0.801,-0.246,,,,,,,,,,,,,,,,,,,,,,
Brazil,2015,Total,16,6.983,0.98124,1.23287,0.69702,0.17521,0.14574,Latin America and Caribbean,61.7,7.86,86.55,6.5,64.7,14.05,75.13,,18.5,BRA,2015,165.306,16619.27,10016.564,2099.876,4450.802,6602.707,182.294,6914.214,6420.413,0.729
Brazil,2016,Total,17,6.952,1.08754,1.03938,0.61415,0.14166,0.15776,Latin America and Caribbean,58.6,,87.43,0,,14.62,,,17.8,BRA,2016,151.083,16058.664,9206.175,1798.961,4646.386,6852.489,193.515,6509.155,6658.975,1.04
Brazil,2017,Total,22,6.635000229,1.10735321,1.431306005,0.616552353,0.111092761,0.162349895,,52.7,,88.29,,,13.23,,21.65,17.2,BRA,2017,121.87,16123.593,9299.423,1810.679,4461.575,6824.17,189.324,6549.189,6634.846,10.006
Brazil,2018,Total,28,6.419,0.986,,0.675,0.088,0.11,,,7.42,,,,12.83,,21.64,16.5,BRA,2018,131.039,16091.379,8858.949,1713.42,4615.202,7232.43,185.973,6222.115,7046.457,41.07
Brazil,2019,Total,32,6.3,1.004,,0.802,0.086,0.099,,,,,,65.4,12.45,75.9,,,BRA,2019,162.249,16325.047,8786.423,1696.732,4684.894,7538.624,189.66,6226.181,7348.965,65.266
Brazil,2020,Total,32,6.375599861,9.56643486,,66.48016357,0.770601273,-0.101812392,,,,,,,,,,,BRA,2020,,,,,,,,,,
Brazil,2021,Total,35,6.33,9.577,,66.601,0.756,-0.071,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,2015,Total,134,4.218,1.01216,1.10614,0.76649,0.00872,0.11921,Central and Eastern Europe,39.4,12.34,85.98,11.4,65.91,6.81,74.55,40.33,,BGR,2015,9477.412,30872.252,22154.207,4167.156,1989.027,8483.593,5403.541,7398.637,3080.053,485.926
Bulgaria,2016,Total,129,4.217,1.11306,0.92542,0.67806,0.00615,0.12793,Central and Eastern Europe,38.2,,85.99,0,,6.45,,,,BGR,2016,8322.773,29425.26,21116.311,4369.481,1386.091,8045.957,5547.121,7487.216,2498.836,487.347
Bulgaria,2017,Total,105,4.714000225,1.161459088,1.434379458,0.70821768,0.011051531,0.113177694,,38.2,,86,,,6.16,,,,BGR,2017,9332.039,30285.743,22386.191,4524.997,995.531,7630.467,5472.23,7863.953,2158.236,493.863
Bulgaria,2018,Total,100,4.933,1.054,,0.712,0.009,0.064,,,12.65,,,,5.89,,,,BGR,2018,8689.718,30430.953,21202.605,4286.624,1813.842,8960.728,5683.137,7918.93,3277.59,473.243
Bulgaria,2019,Total,97,5.011,1.092,,0.815,0.004,0.081,,,,,,66.28,5.63,75.07,,,BGR,2019,8091.818,29649.22,20771.931,4044.11,1210.428,8589.974,5861.308,8451.819,2728.666,647.604
Bulgaria,2020,Total,96,5.101500034,9.869318962,,66.80397797,0.935585141,-0.143908441,,,,,,,,,,,BGR,2020,,,,,,,,,,
Bulgaria,2021,Total,88,5.266,10.016,,67,0.932,-0.096,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,2015,Total,152,3.587,0.25812,0.85188,0.27125,0.12832,0.21747,Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,2016,Total,145,3.739,0.31995,0.63054,0.21297,0.12533,0.24353,Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,2017,Total,134,4.032000065,0.350227714,1.043280005,0.215844259,0.120328106,0.250864685,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,2018,Total,121,4.424,0.314,,0.254,0.128,0.175,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,2019,Total,115,4.587,0.331,,0.38,0.113,0.177,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,2020,Total,112,4.768700123,7.46854496,,53.88945389,0.739795029,-0.019080516,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,2021,Total,113,4.834,7.678,,54.151,0.748,-0.009,,,,,,,,,,,,,,,,,,,,,,
Burundi,2015,Total,157,2.905,0.0153,0.41587,0.22396,0.10062,0.19727,Sub-Saharan Africa,58.2,7.03,45.88,8.9,53.96,45.94,62.05,0.5,13.6,BDI,2015,0,148.508,,,,,,,,
Burundi,2016,Total,157,2.905,0.06831,0.23442,0.15747,0.09419,0.2029,Sub-Saharan Africa,,,45.85,0,,44.19,,,13.2,BDI,2016,0,162.382,,,,,,,,
Burundi,2017,Total,154,2.904999971,0.091622569,0.629793584,0.151610792,0.084147945,0.204435185,,,,45.82,,,42.64,,1,12.9,BDI,2017,,,,,,,,,,
Burundi,2018,Total,156,2.905,0.091,,0.145,0.076,0.149,,,7.19,,,,41.17,,,12.6,BDI,2018,,,,,,,,,,
Burundi,2019,Total,145,3.775,0.046,,0.38,0.18,0.176,,,,,,55.58,39.85,63.84,,,BDI,2019,,,,,,,,,,
Burundi,2020,Total,140,3.775300026,6.492642403,,53.40000153,0.606934547,-0.017551597,,,,,,,,,,,,,,,,,,,,,,
Burundi,2021,Total,140,3.775,6.635,,53.4,0.607,-0.024,,,,,,,,,,,,,,,,,,,,,,
Cambodia,2015,Total,145,3.819,0.46038,0.62736,0.61114,0.07247,0.40359,Southeastern Asia,,6.37,53.39,5.3,60.75,27.17,69.17,,,KHM,2015,0,2465.25,,,,,,,,
Cambodia,2016,Total,140,3.907,0.55604,0.5375,0.42494,0.08092,0.40339,Southeastern Asia,,,56.6,0,,25.85,,,,KHM,2016,0,2933.223,,,,,,,,
Cambodia,2017,Total,129,4.168000221,0.601765096,1.006238341,0.429783404,0.068105951,0.385922968,,,,59.23,,,24.77,,,,KHM,2017,,,,,,,,,,
Cambodia,2018,Total,120,4.433,0.549,,0.457,0.065,0.256,,,6.64,,,,23.74,,,,KHM,2018,,,,,,,,,,
Cambodia,2019,Total,109,4.7,0.574,,0.637,0.062,0.232,,,,,,61.51,22.83,70.12,,,KHM,2019,,,,,,,,,,
Cambodia,2020,Total,106,4.848400116,8.249890327,,61.52996826,0.822769046,0.051911179,,,,,,,,,,,,,,,,,,,,,,
Cambodia,2021,Total,114,4.83,8.36,,62,0.843,0.034,,,,,,,,,,,,,,,,,,,,,,
Cameroon,2015,Total,133,4.252,0.4225,0.88767,0.23402,0.05786,0.20618,Sub-Saharan Africa,,6.17,38.86,12.3,51.78,57.35,59.11,,,CMR,2015,0,1997.335,,,,,,,,
Cameroon,2016,Total,114,4.513,0.52497,0.62542,0.12698,0.06126,0.2268,Sub-Saharan Africa,,,38.85,0,,55.42,,,,CMR,2016,0,2003.014,,,,,,,,
Cameroon,2017,Total,107,4.695000172,0.564305365,0.946018219,0.132892117,0.051306631,0.236298457,,,,39.08,,,53.38,,,,CMR,2017,,,,,,,,,,
Cameroon,2018,Total,99,4.975,0.535,,0.182,0.043,0.183,,,5.65,,,,51.59,,,,CMR,2018,,,,,,,,,,
Cameroon,2019,Total,96,5.044,0.549,,0.331,0.037,0.187,,,,,,54.52,50.17,62.36,,,CMR,2019,,,,,,,,,,
Cameroon,2020,Total,98,5.084899902,8.118647575,,52.7049408,0.851336598,-0.00149645,,,,,,,,,,,,,,,,,,,,,,
Cameroon,2021,Total,91,5.142,8.189,,53.515,0.848,0.026,,,,,,,,,,,,,,,,,,,,,,
